label-coarse,text
1,In what Olympic Games did Nadia Comaneci become popular ?
OTHERS,Who does data collection in tourism ?
OTHERS,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?
OTHERS,What does a nihilist believe in ?
OTHERS,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?
1,"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?"
OTHERS,Who were the four famous founders of United Artists ?
OTHERS,What are amphibians ?
4,How many sperm cells are in an average ejaculation ?
1,Name the disposable razor that `` costs about 19 cents . ''
4,How far do you have to run if you hit a home run ?
OTHERS,Who was the only U.S. President to wear a Nazi uniform ?
OTHERS,Woodrow Wilson served as president of what university ?
5,Where are the tropical rain forest distributions ?
OTHERS,What 's the nickname of oddsmaker Jimmy Snyder ?
1,What is the fear of being loved ?
4,What was the number of people that Randy Steven Craft was convicted of killing ?
OTHERS,What was Queen Victoria 's title regarding India ?
OTHERS,How is a hydrogen bomb different from a nuclear bomb ?
4,How far can a man travel in outer space ?
5,Where was Lincoln assassinated ?
4,What was the U.S. highway death toll in 1969 ?
1,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?"
1,What are the shortest and the longest songs ever produced ?
1,What letter is to the right of K on a typewriter keyboard ?
OTHERS,"What is the origin and the meaning of the name , `` Hajo ? ''"
1,What is the plural of gulf ?
OTHERS,Whose autobiography is titled Yes I Can ?
4,What year did the United States pass the Copyright law ?
4,What percentage of Americans own their homes ?
4,What 's the first day of the week ?
5,What city was President William McKinley shot in ?
5,What city has the world 's longest subway system ?
OTHERS,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?"
OTHERS,What is Bombay duck ?
4,How many degrees cooler is the inside of a cucumber than the air outside ?
OTHERS,What double talking `` professor '' holds a doctorate in Nothing ?
5,What are the five most expensive cities in the world ?
OTHERS,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?
4,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?
OTHERS,What is a virtual IP address ?
OTHERS,What was the name of the cook on Rawhide ?
4,What is the wingspan of a condor ?
OTHERS,What facial feature typically contains about 55 hairs ?
OTHERS,"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage ."
OTHERS,How can I transport files from one computer to another ?
1,What 's the literary term for a play on words ?
1,What color were their horses ?
4,What does an average daycare provider get paid in New England ?
OTHERS,What author landed a 468-pound marlin without harness in the early 193 's ?
4,How many Americans fought for the British in the American Revolution ?
1,What kind of education do I need to become a flight attendant ?
1,What are the two languages of Malta ?
OTHERS,What happened during the Blackhawk Indian war of 1832 ?
4,How many pairs of legs does a lobster have ?
OTHERS,What does the Latin ante mortem mean ?
OTHERS,What does the name Shawn mean ?
OTHERS,"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?"
1,What do you call a group of geese ?
OTHERS,"Who delivered his last newscast on March 6 , 1981 ?"
4,"How many times has `` Louie , Louie '' been recorded ?"
OTHERS,How is Answers.com different from KnowPost.com ?
5,What is the longest place name in the U.S. ?
4,What percent liked Thatcher after she had been in power for a decade ?
5,"Where does Buzz Aldrin want to build a permanent , manned space station ?"
1,What was Mel Gibson 's first movie ?
OTHERS,Why was the L.A. office of Shea and Gould closed ?
OTHERS,How do I start a bank ?
1,What horse did Zorro ride ?
5,Where can I find correct tabs for Third Eye Blind songs ?
OTHERS,How do you determine heating requirements for your home ?
OTHERS,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?
1,"Which hair care product told us `` hate that gray , wash it away '' ?"
OTHERS,Why did the chicken cross the road ?
OTHERS,What was Michelangelo 's last name ?
OTHERS,Who is Barbara Jordan ?
OTHERS,Who was the Democratic nominee in the American presidential election ?
1,What was Connecticut 's first constitution called ?
1,What historical event happened in Dogtown in 1899 ?
OTHERS,What was the claim to fame of King Camp Gillette ?
1,What is the most common kind of skin cancer in the U.S. ?
OTHERS,What is Olestra ?
5,What Asian country has a bill of rights for cows ?
4,How many fingers are used to draw a bow ?
1,What are two plants that clothes are made from ?
4,When was Hurricane Hugo ?
1,What is the most heavily caffeinated soft drink ?
OTHERS,What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?
4,What was the price of Varian Associates ' vacuum products division ?
1,What language is mostly spoken in Brazil ?
OTHERS,What college produced the most winning Super Bowl quarterbacks ?
OTHERS,How do you solve `` Rubik 's Cube '' ?
OTHERS,What is prepared mustard ?
OTHERS,What classical Spanish writer warned : `` All that glitters is not gold '' ?
OTHERS,What does `` antidisestablishmentarianism '' mean ?
OTHERS,What actor married John F. Kennedy 's sister ?
1,What does a topophobic actor suffer from ?
OTHERS,Who fired Maria Ybarra from her position in San Diego council ?
4,"The italian artist , Maurizio Pellegrin , is how old ?"
1,What type of hunting are retrievers used for ?
OTHERS,What is Colin Powell best known for ?
5,What city is the setting for Puccini 's opera La Boheme ?
OTHERS,What U.S. President showed a fondness for munching on bee pollen bars ?
OTHERS,What is measured in curies ?
OTHERS,Whose cover is that of an employee of Universal Import and Export ?
OTHERS,What former president 's daughter has written a book titled Murder in the White House ?
OTHERS,What fictional character is known as the `` melancholy Dane '' ?
OTHERS,What longtime game show host dropped dead while jogging in Central Park in 1984 ?
OTHERS,"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''"
4,In what year did Ireland elect its first woman president ?
OTHERS,What is an isthmus ?
1,What was the name of the orca that died of a fungal infection ?
5,Where is Mozambique located ?
1,What is Mississippi 's state animal ?
OTHERS,What 's the origin of the word ` news ' ?
1,What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?
4,How many months does a normal human pregnancy last ?
OTHERS,How do fuel injectors work ?
OTHERS,How can your school march in the Macy 's Thanksgiving Parade ?
OTHERS,What is the real name of disc jockey `` Wolfman Jack '' ?
1,What Italian liner was hijacked in 1985 ?
5,What city houses the U.S. headquarters of Procter and Gamble ?
1,What soap was touted as being `` for people who like people '' ?
4,How much was the minimum wage in 1991 ?
2,What does NAFTA stand for ?
OTHERS,Who invented silly putty ?
OTHERS,"What new middle school was built in Philadelphia , Pennsylvania last year ?"
OTHERS,Who patented the first phonograph ?
1,What are some tips for building a fire in a fireplace ?
1,What do manatees eat ?
1,How do you say 2 in Latin ?
1,What were popular songs and types of songs in the 1920s ?
4,How many Vietnamese were there in the Soviet Union ?
1,What is November 's birthstone ?
4,"On average , how many miles are there to the moon ?"
OTHERS,Who created private detective Philip Marlowe ?
1,"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?"
OTHERS,What is the origin of the expression `` tout de suite '' ?
1,What is the longest English word ?
OTHERS,What is the purpose of a car bra ?
OTHERS,What is D.B. Cooper known for ?
OTHERS,Who is Colin Powell ?
1,What species is a colt ?
2,What is the full name of the PLO ?
5,What is the smallest country in Africa ?
OTHERS,Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?
1,What age followed the Bronze Age ?
OTHERS,What is her profession ?
OTHERS,What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?
2,What does the word LASER mean ?
OTHERS,What does the name `` Anthony '' mean ?
OTHERS,Who was Lauren Bacall 's first husband ?
OTHERS,What is a rhomboideus minor ?
4,How many hands does Bjorn Borg use when hitting his forehand ?
4,How many people died on D-Day ?
OTHERS,"What U.S. Congressman said : `` Keep the faith , baby '' ."
OTHERS,Who created the character of Scrooge ?
4,What is the student population at the University of Massachusetts in Amherst ?
5,Where is Windsor Castle ?
4,When did the Dow first reach ?
OTHERS,What party was Winston Churchill a member of ?
OTHERS,What American League baseball team 's worst finish between 1926 and 1964 was fourth ?
5,Where can I find the names of all the 15 Pokemon ?
5,What state does Martha Stewart live in ?
1,Which killer whale died at Sea World of a fungal infection ?
5,What are the Benelux countries ?
5,Where 's the Petrified Forest ?
1,What is a language spoken by the Sioux ?
5,Where is Tornado Alley ?
OTHERS,Who was the author of `` John Brown 's Body '' ?
OTHERS,What American poet wrote : `` Good fences make good neighbors '' ?
5,What state in the U.S. has the most blacks ?
OTHERS,Why are electric cars less efficient in the northeast than in California ?
5,What is the city in which Maurizio Pellegrin lives called ?
OTHERS,Name the various costumed personas of Dr. Henry Pym .
1,What breed of dog was the `` Little Rascals '' dog ?
OTHERS,What are the living conditions in Cuba ?
1,What color are school buses ?
5,What is the oldest website on the Internet ?
1,"What events happened January 26 , 1978 ?"
OTHERS,What explorers followed Columbus to the Americas ?
OTHERS,Who is actress Goldie Hawn 's current actor boyfriend ?
OTHERS,Who banned Peter Rose from baseball for betting on games ?
OTHERS,What are the seven virtues ?
1,What other name were the `` Little Rascals '' known as ?
1,What is a fear of food ?
4,"How many casinos are in Atlantic City , NJ ?"
OTHERS,What are the names of Richard Nixon 's two daughters ?
1,What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?
4,What is the chromosome number of an elephant ?
OTHERS,What organization was founded by the Rev. Jerry Falwell ?
5,What 's the longest river in the world ?
1,Which soft drink does Madonna advertise for ?
OTHERS,What company is being bought by Yahoo and how much is the deal worth ?
4,When was Berlin 's Brandenburg gate erected ?
4,How many double-word-score spaces are there on a Scrabble Crossword Game board ?
4,What year did Germany sign its nonaggression pact with the Soviet Union ?
OTHERS,Why were the American soldiers in WWI called `` Doughboys ''
OTHERS,Who was nicknamed The Little Corporal ?
4,How many CDs has Garth Brooks sold ?
1,Name the vessel used by the Atari Force in the DC comics .
5,Where are the leading medical groups specializing in lung diseases ?
OTHERS,"How can I find online spelling , and punctuation drills for my 6th grader ?"
5,What 's the sacred river of India ?
1,What is the only gland in humans that can regenerate itself ?
4,How many Gutenberg Bibles are there ?
5,Name the largest country in South America .
